rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,max_rainfall_intensity,antecedent_rainfall_index,temperature,humidity,wind_speed,elevation,slope,aspect,plan_curvature,profile_curvature,soil_moisture,vegetation_density,soil_type_code,land_cover_code,geology_strength,previous_landslides,landslide,true_probability
0.84,2.29,5.04,9.04,12.56,25.44,35.5,1.18,19.63,15.9,58.0,13.3,1173.8,25.88,298.6,0.0116,0.0164,0.427,0.355,2,2,1,3,1,0.7816
0.32,0.69,1.42,2.2,2.62,3.29,4.39,0.35,2.84,15.7,92.1,27.5,1077.4,33.17,323.6,0.0141,-0.0303,0.372,0.625,2,0,5,1,0,0.0262
0.55,0.97,1.86,2.17,3.13,6.41,10.96,0.82,5.44,12.1,61.4,11.3,309.5,15.42,24.5,0.0034,-0.0555,0.316,0.672,0,7,3,0,0,0.0113
1.02,1.96,2.83,4.11,4.57,7.19,13.76,1.37,6.84,6.7,47.8,12.3,1954.6,14.41,108.7,-0.0305,0.0564,0.366,0.878,2,7,4,1,0,0.0091
4.45,7.53,13.33,18.35,23.15,40.03,66.89,5.54,34.83,13.6,81.8,21.2,3090.8,39.91,115.3,-0.0441,0.0179,0.626,0.795,1,3,3,0,1,0.8969
6.55,10.9,19.98,30.26,37.95,74.12,140.5,9.03,66.94,15.1,75.7,29.5,2567.9,18.33,156.4,-0.0188,0.0835,0.704,0.885,0,3,4,0,0,0.7883
0.2,0.55,1.07,1.67,1.9,3.03,4.36,0.27,2.51,18.5,43.0,12.7,2842.4,18.17,60.9,0.0571,-0.1015,0.286,0.351,4,2,1,1,0,0.0699
0.67,1.57,2.19,3.11,3.94,5.75,9.76,0.81,5.26,25.8,86.3,60.7,386.8,14.84,178.6,0.0678,0.0455,0.393,0.667,2,7,3,1,0,0.0179
5.8,8.7,14.94,23.12,32.39,47.75,56.78,8.05,37.47,13.5,94.9,19.1,3998.7,32.48,238.8,-0.0038,-0.0131,0.534,0.921,1,2,4,0,1,0.4754
3.29,8.41,13.98,18.2,23.45,57.73,112.9,3.84,50.86,14.2,83.3,16.1,3529.7,21.14,179.1,-0.0471,-0.0177,0.641,0.496,2,0,2,0,1,0.8796
1.42,3.1,4.54,5.11,5.68,7.94,13.81,1.44,7.42,10.2,41.8,15.5,3391.1,9.71,239.7,-0.0041,-0.0382,0.307,0.709,4,0,2,0,0,0.013
4.3,7.05,12.27,13.97,19.74,42.85,67.62,6.0,34.53,17.1,74.1,6.0,3465.4,13.9,23.9,0.1046,0.045,0.526,0.778,0,0,3,0,0,0.1505
2.82,5.9,12.43,21.09,26.43,63.85,120.05,3.24,55.22,12.8,71.2,22.7,3920.7,36.08,315.4,0.0499,0.0307,0.63,0.615,2,2,4,0,1,0.9319
1.29,2.55,5.02,6.73,10.76,25.41,44.26,1.69,21.18,11.6,52.4,25.3,2308.7,21.42,338.1,0.0275,-0.0571,0.498,0.274,2,0,5,0,0,0.0877
1.82,3.49,6.13,10.79,16.72,31.79,47.71,2.63,25.73,17.5,58.4,4.3,881.2,32.66,222.4,0.0481,0.0082,0.433,0.705,5,3,3,0,0,0.2928
0.95,2.0,3.86,5.52,7.42,12.48,20.13,1.08,10.75,22.0,49.0,2.8,2609.7,23.57,317.3,0.077,0.0353,0.405,0.91,2,1,3,0,0,0.0252
2.45,5.71,11.36,19.2,24.65,44.85,71.92,3.54,37.82,23.6,40.9,12.6,3133.0,10.52,47.3,-0.0576,0.0089,0.474,0.633,0,5,4,2,1,0.1913
1.47,3.24,6.23,7.45,8.45,10.38,17.6,1.61,9.95,13.4,43.7,3.9,3112.4,24.94,287.1,-0.0196,0.0554,0.346,0.474,2,2,2,0,1,0.107
3.32,6.19,12.76,21.7,23.89,49.52,88.48,3.73,42.86,14.9,74.9,20.0,2214.0,18.57,42.9,-0.0264,-0.0145,0.528,0.812,3,3,4,1,0,0.2714
0.65,1.58,3.12,5.48,8.21,16.35,23.64,0.83,12.87,30.1,82.2,23.0,334.1,14.13,146.9,0.0294,-0.1127,0.467,0.625,0,2,2,1,0,0.0568
2.82,7.85,15.92,28.14,37.88,66.56,119.12,3.57,59.68,19.0,64.0,21.7,1590.1,14.84,116.6,0.008,0.0093,0.71,0.834,5,5,3,0,1,0.6361
2.33,6.42,11.04,14.47,18.22,44.96,60.8,3.36,32.82,18.3,85.2,20.4,3871.2,32.22,210.8,0.0378,0.009,0.497,0.615,0,0,5,2,0,0.4066
0.69,1.94,3.3,5.29,7.32,10.44,15.05,0.77,8.93,23.1,83.9,15.2,2475.5,21.81,108.5,-0.0253,0.0156,0.394,0.405,0,0,3,0,0,0.055
3.13,6.67,10.4,11.89,14.9,29.15,41.85,4.63,22.96,24.5,89.5,11.2,2284.1,20.98,229.4,0.0686,0.0553,0.406,0.488,0,3,1,2,0,0.5461
3.77,5.86,9.92,12.93,16.7,32.16,37.73,4.86,23.31,19.3,84.9,23.3,1165.7,42.01,132.3,-0.0035,-0.0976,0.453,0.695,3,4,4,0,0,0.4395
0.7,1.71,3.24,4.31,4.9,6.57,8.37,0.92,5.45,5.8,89.8,37.4,1579.1,12.79,309.9,0.0347,-0.0119,0.385,0.607,2,2,3,1,0,0.0172
0.48,1.14,1.73,2.76,3.64,6.61,13.12,0.49,6.21,9.1,42.7,19.3,3765.7,18.09,228.2,0.0598,-0.0461,0.291,0.697,0,1,1,1,0,0.0438
4.32,11.91,16.95,22.46,26.3,33.2,51.61,6.47,30.41,20.2,91.6,28.3,2815.8,13.43,77.5,0.0558,-0.0604,0.466,0.402,5,1,1,1,1,0.5618
0.15,0.29,0.6,0.69,0.91,1.59,2.06,0.17,1.23,21.9,45.3,19.0,3317.7,24.69,121.0,0.018,-0.0036,0.365,0.754,1,0,2,1,1,0.035
24.68,68.91,84.57,120.72,179.58,219.71,317.54,30.66,197.17,11.3,89.6,21.8,1935.5,21.19,305.1,0.041,0.0351,0.95,0.5,1,6,1,2,1,1.0
0.73,1.16,2.47,3.24,3.94,5.5,8.26,0.75,4.82,21.3,37.6,16.4,2665.5,15.59,139.1,0.0871,0.015,0.258,0.814,0,1,3,1,0,0.0111
1.11,2.19,4.48,7.35,8.93,16.06,24.48,1.37,13.26,4.6,90.4,42.7,1080.8,16.69,192.9,0.0257,-0.0344,0.418,0.508,6,3,3,0,1,0.041
2.7,6.65,12.36,18.05,26.27,57.03,85.22,2.82,44.76,8.5,62.2,40.7,2977.7,30.55,233.6,-0.0365,-0.0073,0.637,0.422,4,4,4,0,1,0.8395
1.6,3.67,7.19,9.46,12.94,24.05,43.52,2.37,21.42,10.7,82.3,8.1,1824.5,34.69,125.2,0.0292,0.0465,0.531,0.555,3,0,3,0,1,0.5372
4.09,7.23,13.02,14.82,19.41,36.69,52.21,5.81,29.02,31.3,85.9,10.4,1886.6,13.87,105.8,-0.0019,0.0342,0.462,0.769,0,0,2,0,0,0.1433
1.11,2.18,3.87,4.85,5.45,9.23,15.08,1.51,7.98,22.2,53.5,18.6,2744.7,63.24,171.1,-0.1174,-0.0276,0.363,0.6,2,1,1,0,1,0.9976
0.18,0.3,0.56,0.68,0.91,1.81,2.72,0.22,1.45,21.4,47.2,47.6,3935.6,8.43,77.4,0.0231,-0.0309,0.26,0.633,2,3,1,0,0,0.0101
0.64,1.79,2.15,2.89,3.77,8.56,12.98,0.89,6.71,18.7,75.8,14.9,315.6,10.27,102.3,0.0058,-0.0858,0.397,0.857,2,1,5,1,0,0.0048
0.22,0.48,0.98,1.1,1.3,3.1,6.04,0.24,2.74,17.4,71.8,5.1,3472.7,16.28,22.3,0.0578,-0.0215,0.396,0.385,1,0,1,1,0,0.0768
2.06,5.43,10.94,12.35,19.34,48.19,67.14,2.19,35.6,16.0,51.8,15.9,1263.4,12.39,109.4,-0.0375,-0.0868,0.452,0.078,5,1,2,2,0,0.5871
6.19,12.45,20.99,36.53,47.61,103.69,126.31,6.24,74.16,10.4,90.6,30.9,1892.3,11.53,115.5,-0.0753,0.1034,0.717,0.467,0,0,4,1,1,0.8701
0.09,0.16,0.23,0.4,0.44,0.59,0.85,0.11,0.52,19.3,36.0,7.6,140.9,34.25,346.3,0.0084,-0.0428,0.192,0.31,3,0,5,1,0,0.0246
0.03,0.05,0.08,0.13,0.21,0.29,0.35,0.03,0.23,8.1,61.7,20.8,1299.3,25.16,212.3,0.019,0.0554,0.335,0.665,2,1,2,0,0,0.0265
0.09,0.21,0.35,0.56,0.75,1.38,2.53,0.1,1.24,16.6,83.9,22.4,2135.9,20.01,283.5,0.0047,0.0909,0.448,0.583,3,0,2,0,0,0.0313
1.67,4.49,6.1,7.05,9.94,20.66,27.08,1.69,15.42,21.9,68.7,1.1,283.1,14.17,16.3,0.001,0.0108,0.325,0.797,0,3,1,1,0,0.0595
0.34,0.59,1.07,1.28,1.66,2.27,3.64,0.35,2.06,18.4,33.8,4.9,2088.0,10.53,38.4,-0.0534,-0.005,0.303,0.573,1,1,1,2,0,0.0304
2.26,3.76,5.08,6.59,9.82,16.87,21.53,2.43,13.04,27.4,35.1,12.7,3897.5,10.24,293.2,-0.0069,-0.0661,0.29,0.54,2,3,2,1,0,0.0408
1.08,1.85,3.47,5.04,6.32,12.38,14.24,1.32,8.87,4.0,28.6,8.9,487.4,34.16,224.5,-0.0174,-0.0252,0.266,0.28,7,2,3,0,0,0.1459
1.3,2.47,4.36,7.38,9.79,14.29,19.86,1.58,11.96,9.2,77.8,6.5,3222.4,33.43,68.8,0.0536,0.0802,0.309,0.835,7,5,3,2,1,0.107
0.28,0.64,1.29,2.31,3.04,6.4,12.76,0.3,5.85,19.9,43.1,11.0,1750.1,16.49,145.7,0.019,0.0176,0.382,0.343,1,0,2,1,0,0.0613
3.15,7.75,12.39,20.38,26.84,44.02,87.04,4.43,42.16,16.6,76.9,12.7,2769.0,8.0,193.9,-0.0139,0.0014,0.681,0.373,0,0,3,0,1,0.3375
0.96,1.89,3.98,4.8,6.79,10.54,16.08,1.27,9.03,16.2,68.6,15.3,1130.0,26.31,303.7,0.0862,0.0656,0.348,0.409,2,5,1,1,1,0.2956
0.8,2.15,3.98,6.88,10.28,13.31,19.21,0.98,11.73,29.6,50.3,47.4,711.9,16.53,21.7,-0.0134,0.0348,0.374,0.624,2,4,4,1,0,0.0246
2.38,4.99,6.0,9.5,12.31,25.7,50.83,3.25,23.44,12.1,71.6,30.4,715.9,31.24,214.8,0.0279,-0.0074,0.372,0.792,4,0,4,1,0,0.1379
0.05,0.11,0.17,0.2,0.28,0.42,0.63,0.07,0.36,16.4,41.0,7.6,342.5,10.14,258.1,-0.0083,0.0108,0.413,0.559,2,0,3,1,0,0.0096
1.1,2.9,6.29,8.42,9.54,12.92,14.4,1.13,10.17,13.5,51.7,6.9,820.4,19.92,352.0,0.0816,-0.0384,0.312,0.621,2,5,2,1,0,0.0586
1.91,3.02,6.53,10.85,12.33,19.65,38.54,2.86,18.86,11.8,39.0,3.9,2806.5,9.59,290.6,0.0043,-0.0281,0.284,0.742,3,0,5,0,0,0.0116
2.38,5.45,9.66,16.53,19.06,40.94,76.13,3.55,35.94,20.3,48.7,10.1,3709.0,12.59,99.4,0.0058,-0.0103,0.481,0.712,0,5,4,1,0,0.1237
0.25,0.57,1.05,1.71,2.07,3.25,5.59,0.27,2.94,23.4,65.1,3.9,3428.6,12.42,255.4,-0.007,0.0279,0.241,0.716,3,7,1,2,0,0.0261
4.07,8.23,11.83,16.99,20.21,25.04,47.05,5.91,25.1,14.4,86.8,17.5,2893.3,16.35,274.8,0.0098,-0.0624,0.507,0.778,2,0,2,1,0,0.2264
0.58,1.2,1.82,3.27,4.38,8.72,10.74,0.79,6.4,10.4,40.7,5.0,508.3,35.67,262.7,0.06,0.0038,0.258,0.475,4,4,1,0,1,0.2465
23.87,57.19,91.25,100.53,123.99,242.35,316.53,26.35,183.12,13.8,96.9,1.8,1250.1,20.48,295.3,0.0423,-0.0195,0.95,0.857,0,2,1,0,1,1.0
1.99,4.46,7.2,8.46,12.21,28.43,33.37,2.8,19.72,11.8,42.2,14.5,1335.7,28.57,325.3,0.0014,-0.045,0.361,0.778,1,4,1,0,0,0.2361
0.83,1.96,3.73,5.3,7.9,11.18,21.61,0.89,10.96,20.4,60.5,21.2,1087.3,19.81,35.4,0.0851,-0.0192,0.395,0.739,7,2,3,1,0,0.0373
0.36,0.75,0.96,1.53,2.0,4.85,6.78,0.39,3.61,15.4,53.5,25.7,2187.3,15.12,37.7,0.0436,-0.1161,0.323,0.687,2,0,2,1,0,0.0193
9.95,20.14,25.09,28.07,43.3,54.77,106.06,10.73,55.36,17.4,85.6,11.6,2272.5,5.15,286.7,-0.0219,-0.0379,0.617,0.343,6,3,2,2,1,0.8623
7.9,17.18,29.56,41.39,57.64,111.74,171.41,10.68,90.96,13.3,75.6,14.1,1531.1,10.47,90.9,-0.069,-0.055,0.769,0.393,3,0,1,0,1,0.9964
1.31,2.7,4.8,6.12,9.41,20.85,36.5,1.33,17.63,13.0,79.5,10.7,1518.2,19.0,21.1,-0.0208,-0.014,0.386,0.574,6,6,1,2,0,0.2478
34.82,90.49,143.65,214.35,285.66,626.23,1112.98,43.7,534.78,6.9,88.5,10.7,3488.5,20.82,144.4,0.0207,-0.114,0.95,0.412,1,2,4,1,1,1.0
0.26,0.68,1.32,1.74,2.21,4.54,6.23,0.31,3.47,17.3,62.7,4.3,3325.6,31.3,295.2,0.0299,0.0095,0.287,0.364,0,0,3,1,0,0.0857
2.07,3.31,4.52,7.05,9.64,23.63,35.67,2.25,18.2,24.7,50.0,24.0,1327.4,6.74,45.6,0.068,0.0455,0.394,0.618,4,0,2,2,0,0.0571
0.41,0.65,1.42,1.71,2.2,3.87,7.4,0.43,3.59,4.3,58.5,3.6,3842.2,51.76,241.9,-0.0547,-0.0059,0.297,0.898,4,5,1,2,0,0.5183
2.15,4.04,6.26,10.21,12.86,26.44,47.75,2.53,23.05,7.0,75.8,13.2,4004.2,5.11,1.3,-0.022,0.0249,0.511,0.616,3,1,4,1,0,0.0304
3.68,5.94,9.1,13.48,15.55,21.12,33.99,4.29,19.22,19.3,57.7,11.1,1406.0,18.34,39.5,-0.0589,-0.0256,0.362,0.65,2,5,5,0,0,0.0302
0.74,1.62,2.58,4.2,5.61,9.32,13.69,1.09,7.72,10.1,57.0,4.8,1520.9,13.6,126.3,-0.0669,-0.0777,0.301,0.553,6,0,3,1,0,0.021
3.51,5.36,10.91,15.73,22.33,30.2,59.78,3.85,30.31,23.4,48.8,7.1,2148.4,10.58,30.1,-0.0314,0.0001,0.427,0.479,0,2,1,0,0,0.2589
0.94,2.36,3.35,4.58,6.86,13.29,15.11,1.17,9.5,7.5,75.3,6.7,3955.7,40.66,304.5,0.0183,0.034,0.332,0.697,3,5,3,0,0,0.1284
2.48,5.82,9.63,12.2,18.71,43.95,78.71,3.09,37.21,25.3,76.5,13.4,3686.7,13.91,311.1,0.0386,-0.0662,0.426,0.322,0,0,1,0,0,0.5009
11.15,19.79,29.02,49.91,59.14,98.48,160.19,13.88,85.37,21.8,87.6,7.6,475.7,6.41,272.0,-0.0474,-0.0233,0.785,0.5,0,1,1,0,1,0.9873
0.23,0.45,0.56,0.78,1.01,2.13,4.12,0.34,1.92,24.0,74.7,6.1,1679.8,8.77,87.3,-0.0405,-0.0124,0.342,0.351,2,6,2,3,0,0.0378
1.66,3.14,4.93,7.06,9.92,15.15,26.8,1.96,13.96,28.6,47.2,6.8,2346.5,33.29,188.4,-0.089,0.1426,0.338,0.695,4,2,2,1,1,0.2277
17.87,48.23,61.54,90.4,128.17,246.5,303.39,18.65,182.33,22.9,91.9,33.5,2138.0,9.03,66.3,0.0107,0.0112,0.95,0.767,3,3,5,1,1,1.0
0.12,0.31,0.68,1.0,1.53,2.12,3.84,0.12,2.02,26.2,63.7,11.2,854.5,7.67,101.3,-0.0366,-0.0953,0.424,0.789,7,4,4,0,0,0.0031
20.04,44.76,60.01,90.67,123.23,149.48,208.27,28.56,132.57,12.5,83.9,12.3,3614.1,21.03,185.8,0.0832,-0.1076,0.821,0.678,0,2,2,2,1,1.0
1.3,2.56,5.59,6.68,9.17,22.81,32.09,1.67,16.94,15.8,61.9,13.8,2859.3,16.29,264.6,0.0205,0.0365,0.369,0.807,2,4,5,0,0,0.0116
38.91,81.72,135.67,228.41,292.26,669.59,1030.84,42.94,527.4,12.5,87.8,6.2,3527.3,24.2,34.1,-0.0086,0.1243,0.95,0.787,0,3,2,1,1,1.0
2.94,6.57,8.97,12.03,19.0,38.37,64.12,4.19,32.27,22.9,87.5,8.0,3613.9,15.16,106.8,-0.0321,-0.014,0.485,0.496,0,3,3,1,0,0.2574
16.75,35.85,52.55,63.41,76.52,118.3,131.42,23.23,89.21,20.9,93.2,17.6,3155.7,27.67,333.6,-0.0747,-0.017,0.662,0.565,1,0,3,1,1,0.9995
0.4,0.63,0.99,1.21,1.77,3.84,7.53,0.47,3.46,23.4,53.1,24.2,1872.7,8.24,154.5,-0.0684,0.0215,0.285,0.493,1,6,3,1,0,0.0104
0.99,2.09,3.92,5.31,7.23,9.63,16.08,1.25,8.96,21.7,85.7,13.7,2583.8,7.27,338.0,-0.0311,-0.0399,0.441,0.869,2,4,2,1,1,0.015
8.35,22.5,43.06,55.15,68.02,137.56,202.31,11.0,108.77,17.6,81.0,6.2,715.5,22.08,356.9,-0.0349,-0.1272,0.824,0.911,0,1,5,0,1,0.9921
4.26,8.66,12.28,20.68,24.8,55.68,94.11,4.76,46.13,17.2,43.9,25.9,2845.6,16.3,189.6,-0.05,0.0519,0.521,0.687,2,2,2,0,1,0.4894
0.72,1.73,2.42,4.15,5.78,12.0,20.55,0.95,10.16,29.6,68.6,10.8,793.9,14.69,103.7,0.0189,-0.0307,0.36,0.609,6,1,3,1,0,0.0265
1.45,4.05,8.55,13.67,15.35,33.61,37.56,1.89,23.16,10.6,68.6,9.4,2929.9,26.31,284.7,0.0257,0.0525,0.424,0.769,3,3,4,0,0,0.0699
0.4,0.89,1.48,2.47,3.89,5.04,6.02,0.48,4.13,11.7,47.4,15.5,1002.8,55.66,57.4,-0.0229,-0.038,0.387,0.507,4,7,4,1,0,0.7253
2.15,4.58,7.14,7.92,10.07,12.61,20.21,2.8,11.73,16.1,51.0,14.7,537.8,7.39,90.7,0.0968,0.0061,0.378,0.786,4,0,2,0,0,0.0169
3.56,6.58,12.02,13.94,22.3,39.26,57.57,4.08,32.01,6.2,49.8,17.2,735.9,36.36,282.6,-0.0873,0.0427,0.49,0.725,2,7,3,2,1,0.7665
0.97,1.74,3.05,5.09,7.02,15.64,23.84,1.25,12.33,22.3,74.6,8.5,58.3,26.91,156.1,0.0029,0.0535,0.358,0.894,3,0,1,1,0,0.1195
3.09,6.86,14.37,20.53,25.75,40.95,52.86,3.98,32.46,11.9,83.5,43.3,3032.8,14.33,72.6,-0.0109,0.0116,0.482,0.251,4,2,4,2,0,0.3384
6.19,14.71,19.99,35.14,42.7,92.25,179.27,9.23,82.83,18.3,49.0,16.1,3089.5,42.25,234.4,-0.0275,0.0092,0.782,0.515,1,2,4,0,1,0.9999
1.41,2.89,4.77,8.09,11.99,15.51,21.95,1.48,13.56,29.8,45.7,14.0,2187.0,8.8,263.8,-0.0349,0.031,0.391,0.451,5,1,2,0,0,0.0353
1.23,1.85,2.59,3.47,3.91,8.02,9.25,1.28,5.68,16.3,22.3,19.4,719.7,23.75,45.0,-0.0003,0.0232,0.171,0.76,2,2,2,1,0,0.0277
4.37,9.74,12.72,16.85,25.09,60.25,100.94,5.0,49.08,14.4,83.3,8.5,396.8,17.08,99.7,-0.0113,-0.0646,0.716,0.268,0,4,2,0,1,0.928
2.32,5.19,7.73,13.28,18.81,33.82,54.91,2.67,28.77,20.4,44.5,16.5,129.4,14.33,79.7,-0.0196,-0.0636,0.423,0.342,3,1,1,0,1,0.3549
2.53,4.04,5.11,7.18,9.15,11.66,18.94,3.75,10.85,22.3,32.2,8.6,737.9,9.59,136.7,-0.0649,-0.1055,0.369,0.232,3,0,3,2,0,0.0698
9.53,15.55,28.03,39.64,54.9,117.33,136.74,14.28,82.73,29.0,81.4,7.3,3747.1,67.35,274.8,-0.0809,0.0383,0.695,0.614,2,3,5,1,1,1.0
0.44,0.83,1.7,2.5,3.86,9.07,16.26,0.59,7.68,12.8,73.4,22.2,1052.4,14.26,256.9,-0.0144,-0.0198,0.29,0.238,1,4,3,1,0,0.036
0.05,0.11,0.17,0.27,0.43,0.72,1.01,0.05,0.58,12.6,58.2,45.0,1520.2,3.8,238.5,-0.0201,0.041,0.284,0.825,2,7,3,0,0,0.0025
2.25,3.89,7.12,9.64,15.11,25.45,49.81,2.89,24.1,13.9,48.8,20.2,487.2,29.26,2.3,-0.0099,0.0202,0.259,0.171,2,0,5,0,0,0.1508
0.29,0.57,0.76,1.06,1.43,2.33,3.88,0.42,2.05,16.3,62.5,24.3,972.8,22.65,51.2,-0.0054,-0.0501,0.285,0.486,7,6,3,0,0,0.0197
0.17,0.29,0.42,0.59,0.82,1.1,1.88,0.21,1.03,22.1,15.4,28.6,2204.8,16.17,80.4,-0.0261,-0.006,0.152,0.471,4,2,2,0,0,0.013
3.88,7.5,14.08,23.74,28.29,45.21,73.48,4.93,39.57,21.3,81.6,14.5,2572.2,15.31,97.9,-0.0106,-0.0227,0.502,0.531,4,0,3,0,0,0.3386
1.28,3.14,6.65,9.25,14.43,25.28,38.09,1.66,20.89,8.8,47.6,11.4,1068.2,18.15,52.7,-0.0427,-0.0305,0.411,0.868,0,7,3,0,0,0.0412
0.25,0.5,0.6,1.02,1.15,2.01,2.82,0.33,1.61,20.2,80.8,8.1,289.6,29.39,147.7,0.0762,0.0458,0.272,0.416,1,0,5,1,0,0.0197
2.79,7.16,13.19,19.62,26.33,38.65,48.04,3.67,30.88,21.3,61.5,9.0,1672.8,22.82,27.1,-0.04,0.1255,0.44,0.538,2,3,4,1,0,0.2609
0.78,2.12,4.04,6.14,7.39,14.21,23.54,0.98,12.02,32.2,36.3,53.7,1021.9,24.86,270.0,-0.0185,0.0558,0.236,0.692,2,4,5,0,0,0.0129
14.3,27.16,48.82,75.52,99.57,189.44,378.18,16.82,176.75,11.9,89.0,20.6,961.1,24.85,283.6,-0.0362,-0.0013,0.95,0.563,0,2,1,0,1,1.0
11.4,26.32,42.83,58.6,84.64,143.58,211.01,13.55,118.27,18.4,84.0,26.3,4033.4,30.09,206.7,-0.037,0.063,0.884,0.696,2,3,2,1,1,1.0
0.06,0.1,0.23,0.35,0.45,1.1,1.45,0.07,0.8,7.9,39.6,6.6,2607.6,34.73,32.3,0.0012,0.0856,0.277,0.511,2,2,3,1,0,0.0627
0.61,1.38,2.03,2.48,3.88,9.52,17.3,0.85,8.06,13.1,59.1,5.8,2361.0,12.75,320.4,-0.0051,-0.0696,0.373,0.505,2,0,2,1,0,0.0358
0.12,0.2,0.34,0.45,0.63,1.32,2.57,0.15,1.2,28.4,61.5,4.1,1775.5,21.02,347.6,-0.023,0.0612,0.312,0.682,0,4,3,0,0,0.0113
1.99,4.55,8.53,14.48,20.04,31.47,62.53,2.1,30.51,11.8,48.6,9.9,1830.1,33.87,72.9,-0.0142,0.0385,0.404,0.81,1,6,3,2,0,0.4833
0.48,0.83,1.0,1.35,1.78,4.3,8.04,0.55,3.71,9.9,51.9,15.0,2294.8,12.69,253.7,-0.036,0.0594,0.298,0.647,4,2,3,0,0,0.0081
2.72,5.46,8.53,11.71,14.91,31.88,49.68,2.97,25.61,12.7,48.0,16.4,2940.2,37.92,303.1,0.0201,0.0407,0.442,0.687,2,7,2,1,0,0.7237
0.81,1.47,2.34,4.05,6.27,11.12,20.77,0.85,10.17,22.3,57.3,13.6,2963.9,12.62,194.3,0.1028,-0.0114,0.413,0.494,4,2,3,2,0,0.0432
3.25,8.23,9.96,13.34,17.46,40.9,47.7,3.75,28.26,21.1,56.0,16.4,762.5,23.28,116.4,-0.0437,0.1016,0.438,0.538,3,2,4,0,1,0.1457
0.37,0.65,0.8,1.24,1.72,2.41,4.41,0.38,2.31,17.3,53.9,16.5,2125.5,16.33,172.3,0.0197,0.017,0.293,0.708,5,3,3,1,0,0.0118
6.84,18.81,41.17,72.53,97.63,201.57,238.92,8.04,144.29,22.1,88.6,9.3,1759.6,14.85,184.4,0.0022,-0.0217,0.902,0.482,0,0,4,1,1,0.9998
4.35,7.19,9.42,16.94,23.73,37.05,61.05,4.37,32.83,13.0,59.4,20.1,3662.7,24.2,144.2,0.0334,0.0253,0.371,0.423,1,6,5,0,1,0.1823
0.75,1.53,2.2,3.25,3.92,7.51,10.53,0.98,5.88,14.9,37.8,15.5,2670.4,34.88,334.7,0.0348,0.0486,0.32,0.437,2,4,1,2,1,0.5208
0.26,0.64,0.86,1.32,2.1,3.31,5.31,0.3,2.89,9.4,61.2,7.6,2259.9,16.11,267.8,0.0103,0.0047,0.28,0.584,7,5,5,0,0,0.0047
1.21,2.0,3.43,4.81,6.21,12.14,16.69,1.21,9.38,18.2,31.7,26.0,528.9,36.53,86.9,-0.002,0.0197,0.272,0.734,3,3,2,1,0,0.1384
2.54,4.85,9.39,15.26,18.82,33.11,38.12,3.58,24.39,-0.6,91.7,24.2,2563.4,12.35,210.8,-0.0217,0.0044,0.471,0.724,2,5,3,1,0,0.0786
1.06,2.21,2.82,4.52,5.06,9.91,17.98,1.11,8.75,20.0,56.3,44.3,536.4,35.15,247.9,-0.0382,-0.033,0.345,0.78,0,3,5,1,0,0.0323
0.97,2.41,4.31,5.89,8.96,11.64,14.08,1.17,9.57,23.7,73.9,18.5,1449.4,20.15,50.5,-0.0048,-0.0411,0.416,0.742,2,2,3,2,0,0.052
9.24,23.32,36.21,41.26,58.81,70.82,117.22,9.31,67.59,15.8,87.7,14.8,642.8,22.51,129.0,-0.0642,-0.0701,0.623,0.782,2,6,1,0,1,0.9861
1.08,2.83,4.79,7.37,9.2,20.41,28.0,1.55,15.32,8.6,54.4,11.6,2922.1,9.41,326.0,-0.0297,0.0759,0.319,0.252,4,2,2,0,0,0.0493
2.77,5.25,7.7,8.65,11.13,17.34,28.91,3.13,15.46,15.1,84.2,19.4,905.9,14.5,204.2,0.0553,-0.0112,0.442,0.791,2,2,4,0,0,0.0196
1.31,1.99,4.11,6.37,8.52,17.92,26.59,1.78,14.11,11.7,62.7,8.8,1676.2,18.7,78.1,0.0049,-0.1714,0.453,0.74,1,0,2,1,0,0.079
13.89,33.83,55.9,93.35,122.28,152.93,288.71,15.16,153.21,5.6,91.2,26.2,3767.1,32.86,44.2,0.0446,0.0198,0.95,0.695,0,6,4,1,1,1.0
5.4,9.31,12.66,19.04,24.99,51.48,90.32,7.97,44.2,13.0,58.2,3.7,897.9,16.86,186.6,0.0735,0.0188,0.461,0.757,0,0,4,1,1,0.3362
3.29,6.61,13.16,17.55,24.77,52.78,69.85,4.64,39.33,18.3,93.6,15.6,2157.4,11.77,197.2,-0.0089,-0.0933,0.553,0.716,2,0,5,1,0,0.118
2.09,5.32,10.39,15.09,23.01,48.79,96.02,2.15,44.26,23.3,56.8,5.7,1790.0,21.52,120.4,0.0104,-0.0416,0.58,0.557,1,0,2,2,1,0.8342
0.64,1.48,2.49,3.37,4.34,10.0,13.3,0.68,7.34,14.2,60.7,19.2,125.2,48.62,226.9,-0.0151,-0.0438,0.373,0.869,2,2,2,1,0,0.4015
1.79,4.72,9.08,10.69,12.72,29.54,36.68,1.91,21.01,21.7,63.0,5.2,3339.9,22.81,24.7,-0.0406,-0.0371,0.38,0.86,3,1,2,1,0,0.1126
14.13,33.2,59.82,79.09,88.22,128.84,254.81,17.76,126.79,19.8,89.1,4.4,336.5,16.75,52.3,-0.0476,0.0606,0.92,0.666,0,3,3,0,1,0.9999
